/ 1300 2 1 1182 7
/ 1352 2 1 1185 7
/ 1192 2 0 1397 2
/ 990 2 0 992 4
/ 1150 2 1 893 3
/ 1181 2 0 952 8
/ 1211 2 0 1283 4
/ 1006 2 1 1401 9
/ 1211 2 1 1141 9
/ 991 2 0 1186 4
/ 1152 2 1 854 7
/ 1014 2 0 1344 4
/ 1082 2 0 1314 8
/ 1004 2 0 907 2
/ 1157 2 1 1079 7
/ 1044 2 1 1277 3
/ 1140 2 0 940 4
/ 1232 2 0 953 8
/ 1297 2 1 984 1
/ 1236 2 1 974 9
/ 1296 2 0 1104 4
/ 1293 2 0 1201 4
/ 1254 2 0 809 4
/ 1402 2 1 1326 1
/ 1286 2 0 1007 6
/ 1459 2 1 1327 9
/ 1354 2 1 925 1
/ 1481 2 1 1085 7
/ 1361 2 0 967 2
/ 1362 2 1 1222 7
/ 1400 2 1 964 1
/ 1364 2 1 972 1
/ 1415 2 1 1026 9
/ 1371 2 1 1382 9
/ 1358 2 1 1378 7
/ 1322 2 0 1323 8
/ 1338 2 0 1023 8
/ 1687 2 1 920 1
/ 1497 2 0 1335 8
/ 1033 2 1 837 7
/ 1120 2 0 1370 2
/ 939 2 0 936 4
/ 1079 2 1 840 1
/ 1146 2 1 1114 9
/ 1126 2 0 902 2
/ 1279 2 0 1229 6
/ 1138 2 1 808 1
/ 1432 2 0 954 4
/ 1629 2 1 1021 9
/ 1083 2 1 1342 3
/ 1192 2 1 1217 3
/ 1356 2 1 1291 9
/ 1282 2 0 1110 8
/ 1189 2 1 1267 3
/ 1374 2 1 1346 3
/ 1208 2 0 1179 8
/ 1208 2 0 847 6
/ 1217 2 1 1337 3
/ 1304 2 1 1221 3
/ 1371 2 0 824 8
/ 1436 2 0 954 2
/ 1217 2 0 879 4
/ 1224 2 1 1384 1
/ 1277 2 0 1294 4
/ 1103 2 0 1229 8
/ 1178 2 1 1022 3
/ 1307 2 1 1213 3
/ 1126 2 1 1391 3
/ 1270 2 1 1036 3
/ 1195 2 0 989 8
/ 1251 2 0 935 6
/ 1354 2 1 1095 7
/ 1380 2 1 1006 1
/ 1322 2 1 1180 3
/ 1461 2 1 1343 9
/ 1416 2 1 1133 7
/ 1333 2 1 1166 3
/ 1349 2 1 1335 3
/ 1620 2 1 810 1
/ 1655 2 1 998 7
/ 1536 2 0 1274 4
/ 1505 2 1 1037 3
/ 1439 2 0 1137 4
/ 1436 2 1 1110 1
/ 1414 2 0 1265 4
/ 1240 2 0 1374 6
/ 1150 2 1 1249 1
/ 1236 2 0 1267 6
/ 1326 2 0 1230 2
/ 1304 2 0 1195 8
/ 1544 2 0 1282 4
/ 987 2 1 1150 9
/ 983 2 1 1134 3
/ 931 2 0 880 8
/ 1057 2 0 1029 4
/ 1191 2 0 1236 6
/ 926 2 1 1029 1
/ 996 2 0 833 6
/ 918 2 0 883 6
/ 1044 2 1 1175 9
/ 1095 2 0 1051 4
/ 1072 2 1 1166 7
/ 917 2 1 974 9
/ 1110 2 1 870 7
