/ 884 2 0 461 8
/ 1046 2 1 599 7
/ 921 2 0 629 8
/ 984 2 1 387 1
/ 945 2 1 237 7
/ 1021 2 1 726 1
/ 645 2 0 468 4
/ 761 2 0 301 6
/ 835 2 1 321 9
/ 771 2 1 553 3
/ 845 2 0 600 2
/ 954 2 0 388 6
/ 841 2 0 630 8
/ 1016 2 0 540 2
/ 866 2 0 801 6
/ 798 2 1 210 9
/ 1010 2 0 429 2
/ 1067 2 0 388 2
/ 1175 2 1 481 7
/ 1125 2 0 782 2
/ 949 2 0 764 8
/ 947 2 1 270 7
/ 1243 2 1 579 1
/ 1152 2 1 258 9
/ 1046 2 1 500 9
/ 1026 2 1 778 7
/ 962 2 1 777 1
/ 1150 2 0 338 2
/ 902 2 0 484 4
/ 832 2 1 694 9
/ 1132 2 1 529 1
/ 1204 2 0 358 8
/ 1279 2 1 692 3
/ 1122 2 1 558 7
/ 1323 2 0 765 8
/ 1249 2 1 465 3
/ 1101 2 0 366 8
/ 1036 2 1 723 3
/ 948 2 1 325 1
/ 857 2 0 701 8
/ 917 2 1 507 9
/ 985 2 0 578 4
/ 1029 2 1 406 7
/ 1034 2 0 566 2
/ 1096 2 1 737 3
/ 857 2 1 533 3
/ 940 2 0 675 2
/ 945 2 1 500 1
/ 992 2 0 513 2
/ 970 2 1 413 7
/ 1083 2 1 695 7
/ 845 2 1 460 7
/ 1014 2 1 315 1
/ 1161 2 1 337 9
/ 1201 2 0 636 2
/ 942 2 0 368 4
/ 1177 2 1 605 9
/ 899 2 0 233 2
/ 1273 2 0 601 6
/ 1040 2 0 429 2
/ 1104 2 1 558 3
/ 1008 2 0 407 4
/ 1286 2 1 420 3
/ 1030 2 1 609 7
/ 1072 2 1 262 9
/ 1147 2 1 608 9
/ 959 2 1 677 3
/ 1091 2 0 276 6
/ 999 2 1 383 1
/ 968 2 1 398 7
/ 837 2 0 624 6
/ 621 2 0 779 8
/ 880 2 0 719 2
/ 680 2 0 586 4
/ 1169 2 1 598 1
/ 1197 2 1 405 3
/ 1041 2 0 257 6
/ 1279 2 0 318 4
/ 1364 2 0 774 8
/ 1012 2 0 205 6
/ 1156 2 1 449 3
/ 1012 2 1 468 1
/ 1041 2 0 503 2
/ 1119 2 1 695 9
/ 1030 2 1 514 9
/ 1074 2 1 742 3
/ 1069 2 1 360 9
/ 1154 2 1 360 3
/ 1258 2 1 642 3
/ 1203 2 1 373 9
/ 1058 2 1 620 3
/ 1200 2 1 543 3
/ 1085 2 1 447 7
/ 1048 2 0 546 6
/ 1033 2 1 352 1
/ 1291 2 1 503 7
/ 1202 2 1 467 7
/ 1365 2 1 448 3
/ 1307 2 0 715 6
/ 1436 2 1 691 9
/ 1305 2 0 203 6
/ 1167 2 0 312 8
/ 1204 2 1 623 9
/ 1141 2 1 519 1
/ 1320 2 0 629 6
/ 952 2 1 533 7
/ 1119 2 0 591 8
/ 1152 2 0 554 4
/ 1241 2 1 474 3
/ 1178 2 1 427 3
/ 1057 2 1 393 1
/ 1123 2 0 632 8
/ 1072 2 1 713 1
/ 1333 2 0 426 8
/ 1537 2 1 347 9
/ 1354 2 1 488 3
/ 1382 2 0 502 2
/ 1178 2 1 297 3
/ 1165 2 1 454 3
/ 1228 2 1 349 7
/ 1324 2 0 622 6
/ 1132 2 0 250 2
/ 1476 2 1 626 7
/ 849 2 1 782 9
/ 711 2 0 658 4
/ 607 2 0 436 6
/ 853 2 1 751 7
/ 705 2 1 340 3
/ 755 2 0 398 8
/ 1000 2 0 491 4
/ 1018 2 0 493 8
/ 969 2 1 414 9
/ 1068 2 0 401 6
/ 1081 2 0 354 2
/ 1138 2 1 717 1
/ 1139 2 1 553 7
/ 1189 2 1 500 7
/ 970 2 0 783 8
/ 1012 2 0 326 8
/ 1227 2 1 229 9
/ 1251 2 0 291 2
/ 1013 2 1 362 1
/ 1059 2 1 508 3
/ 1016 2 0 508 6
/ 1089 2 0 797 2
/ 1176 2 1 566 7
/ 1104 2 0 317 4
/ 1263 2 1 597 1
/ 1230 2 0 741 8
/ 1482 2 1 233 7
/ 1447 2 0 319 6
/ 1401 2 0 592 6
/ 1299 2 1 712 9
/ 1208 2 0 755 6
/ 1018 2 1 693 9
/ 872 2 1 727 9
/ 951 2 1 505 7
/ 1004 2 1 662 1
/ 1045 2 0 714 8
/ 1265 2 0 372 2
/ 1451 2 1 384 1
/ 1501 2 1 565 1
/ 1101 2 0 629 4
/ 912 2 0 529 8
/ 1150 2 0 405 2
/ 1272 2 1 678 1
/ 1082 2 0 352 6
/ 1284 2 1 587 1
/ 1018 2 1 383 9
/ 1355 2 0 605 2
/ 1103 2 0 387 6
/ 1195 2 0 268 6
/ 1260 2 0 790 6
/ 1116 2 1 413 3
/ 1355 2 0 526 4
/ 1033 2 0 392 4
/ 1176 2 0 329 2
/ 1197 2 0 302 4
/ 1581 2 0 584 6
/ 1286 2 0 723 8
/ 1182 2 0 472 8
/ 1264 2 0 783 8
/ 1423 2 0 483 8
/ 1191 2 1 240 1
/ 1328 2 1 424 9
/ 1301 2 1 768 7
/ 1185 2 0 503 4
/ 1066 2 0 722 8
/ 993 2 1 472 7
/ 984 2 1 559 7
/ 1197 2 1 292 1
/ 1204 2 0 599 2
/ 855 2 0 313 6
/ 1075 2 0 538 4
/ 1063 2 1 213 1
/ 1283 2 0 214 2
/ 1366 2 0 472 4
/ 1222 2 0 288 6
/ 1282 2 1 303 3
/ 1350 2 0 446 2
/ 1154 2 1 468 9
/ 1405 2 0 677 4
/ 1114 2 0 269 2
/ 1750 2 0 796 6
/ 1449 2 1 334 9
/ 1592 2 1 409 3
/ 1231 2 0 346 6
/ 1493 2 1 426 9
/ 1488 2 0 577 2
/ 1430 2 1 538 7
/ 1625 2 1 231 9
/ 1807 2 1 441 3
/ 1190 2 1 208 9
/ 1258 2 0 209 8
/ 1422 2 0 429 4
/ 1378 2 0 201 8
/ 1033 2 0 704 6
/ 1166 2 1 417 7
/ 1328 2 0 309 2
/ 1373 2 0 389 8
/ 1524 2 0 543 2
/ 1318 2 0 747 4
/ 1314 2 0 718 2
/ 1569 2 1 313 3
/ 1673 2 0 558 2
/ 1441 2 0 540 4
/ 1465 2 1 761 9
/ 1420 2 0 729 6
/ 1475 2 1 298 7
/ 1304 2 0 620 8
/ 1303 2 1 422 3
/ 1489 2 0 272 4
/ 1256 2 1 269 7
/ 1186 2 1 530 3
/ 1279 2 0 293 2
/ 1778 2 1 437 7
/ 1403 2 1 801 9
/ 1060 2 0 335 6
/ 1620 2 0 484 8
/ 1418 2 0 781 4
/ 1162 2 1 246 9
/ 1531 2 1 621 3
/ 1373 2 1 246 9
/ 1437 2 1 342 9
/ 1635 2 0 523 2
/ 1266 2 0 280 8
