/ 346 2 0 765 8
/ 267 2 1 723 7
/ 277 2 0 694 4
/ 318 2 1 446 7
/ 293 2 0 291 2
/ 409 2 1 537 9
/ 297 2 0 609 6
/ 278 2 0 647 6
/ 272 2 1 606 3
/ 332 2 0 723 8
/ 239 2 1 648 1
/ 257 2 0 584 2
/ 238 2 0 698 2
/ 239 2 1 610 1
/ 265 2 1 629 9
/ 229 2 1 465 3
/ 242 2 1 605 7
/ 229 2 0 504 4
/ 233 2 0 661 4
/ 213 2 1 691 9
/ 247 2 0 677 4
/ 260 2 1 327 9
/ 265 2 0 440 2
/ 269 2 0 706 8
/ 231 2 1 688 7
/ 220 2 0 214 2
/ 318 2 0 302 2
/ 240 2 0 380 4
/ 246 2 1 574 7
/ 208 2 1 760 3
/ 673 2 0 557 8
/ 258 2 0 484 4
/ 267 2 1 608 9
/ 330 2 0 228 8
/ 356 2 0 313 6
/ 249 2 0 484 8
/ 237 2 1 424 3
/ 233 2 0 279 4
/ 262 2 0 413 6
/ 233 2 0 295 8
/ 215 2 1 597 9
/ 617 2 1 384 1
/ 339 2 0 429 6
/ 326 2 1 778 7
/ 276 2 1 575 9
/ 271 2 1 509 7
/ 295 2 1 793 9
/ 270 2 0 243 2
/ 403 2 0 653 2
/ 295 2 0 605 8
/ 249 2 1 684 9
/ 348 2 1 365 3
/ 324 2 1 211 9
/ 331 2 1 426 9
/ 251 2 0 741 6
/ 239 2 0 510 4
/ 260 2 1 481 7
/ 248 2 1 542 1
/ 271 2 1 468 9
/ 261 2 1 523 7
/ 237 2 1 420 7
/ 248 2 0 463 2
/ 174 2 0 789 2
/ 224 2 0 776 6
/ 267 2 0 318 8
/ 224 2 1 645 7
/ 232 2 1 428 1
/ 177 2 1 289 7
/ 253 2 1 280 9
/ 230 2 0 399 6
/ 101 2 0 710 8
/ 252 2 1 383 1
/ 254 2 1 477 3
/ 294 2 0 492 4
/ 269 2 0 606 6
/ 281 2 1 210 3
/ 360 2 0 693 8
/ 110 2 0 776 8
/ 284 2 1 245 9
/ 401 2 1 448 1
/ 271 2 1 620 1
/ 276 2 0 508 6
/ 273 2 1 795 1
/ 364 2 0 263 2
/ 355 2 0 571 4
/ 299 2 1 271 9
/ 438 2 0 513 2
/ 491 2 1 551 1
/ 304 2 0 461 8
/ 299 2 0 215 8
/ 462 2 0 677 4
/ 356 2 0 782 6
/ 482 2 1 578 1
/ 279 2 1 210 1
/ 437 2 1 314 7
/ 323 2 1 293 3
/ 405 2 1 510 1
/ 378 2 1 380 1
/ 487 2 0 516 4
/ 402 2 1 492 7
/ 501 2 1 303 9
/ 397 2 1 358 7
/ 268 2 0 552 8
/ 436 2 1 354 3
/ 345 2 1 559 7
/ 307 2 0 673 4
/ 268 2 0 372 2
/ 356 2 0 330 6
/ 388 2 0 359 8
/ 308 2 0 585 2
/ 301 2 1 406 1
/ 251 2 0 333 6
/ 282 2 1 637 1
/ 280 2 1 594 3
/ 294 2 0 326 8
/ 258 2 0 731 8
/ 311 2 1 315 1
/ 315 2 0 517 4
/ 264 2 1 209 1
/ 423 2 0 735 8
/ 477 2 0 491 8
/ 281 2 0 539 4
/ 315 2 0 683 4
/ 267 2 0 340 4
/ 283 2 1 562 9
/ 240 2 0 295 8
/ 340 2 0 751 8
/ 324 2 0 592 2
/ 295 2 1 661 9
/ 235 2 0 722 2
/ 277 2 1 600 7
/ 262 2 0 783 8
/ 290 2 1 634 7
/ 270 2 0 510 8
/ 310 2 0 316 2
/ 296 2 0 429 2
/ 298 2 1 577 3
/ 264 2 1 329 9
/ 251 2 1 533 7
/ 268 2 0 280 8
/ 291 2 1 213 1
/ 350 2 1 422 3
/ 285 2 1 231 7
/ 359 2 1 429 1
/ 268 2 0 358 2
/ 246 2 0 658 4
/ 393 2 0 298 6
/ 568 2 0 205 4
/ 566 2 0 584 2
/ 299 2 1 429 1
/ 289 2 0 526 4
/ 276 2 0 634 2
/ 283 2 1 544 7
/ 289 2 1 538 9
/ 285 2 0 484 2
/ 337 2 0 313 8
/ 352 2 1 280 9
/ 323 2 0 571 6
/ 317 2 0 293 2
/ 417 2 0 782 2
/ 250 2 0 708 6
/ 327 2 0 219 6
