/ 1286 2 1 374 9
/ 1344 2 0 701 2
/ 1048 2 0 493 8
/ 888 2 1 230 3
/ 952 2 1 704 7
/ 983 2 1 574 9
/ 820 2 1 778 7
/ 896 2 0 329 2
/ 1077 2 0 510 8
/ 878 2 1 304 9
/ 923 2 0 724 6
/ 838 2 0 571 6
/ 1178 2 1 605 9
/ 1044 2 1 303 9
/ 904 2 0 429 8
/ 1052 2 0 664 2
/ 1004 2 0 203 6
/ 1111 2 1 464 1
/ 1036 2 1 452 1
/ 1085 2 0 224 8
/ 1325 2 0 667 6
/ 951 2 0 651 6
/ 1079 2 1 578 1
/ 1103 2 1 257 1
/ 1156 2 1 776 9
/ 1184 2 1 715 3
/ 990 2 0 706 8
/ 1050 2 1 315 1
/ 1291 2 0 646 8
/ 1029 2 0 783 8
/ 1016 2 0 439 6
/ 980 2 0 693 4
/ 1100 2 0 708 6
/ 1122 2 1 426 9
/ 1285 2 1 542 1
/ 1182 2 1 744 3
/ 1111 2 0 388 2
/ 957 2 1 500 7
/ 1175 2 1 684 9
/ 1140 2 0 503 4
/ 1246 2 1 594 3
/ 1261 2 1 383 1
/ 1385 2 1 775 7
/ 1148 2 0 437 6
/ 1293 2 1 227 1
/ 1565 2 0 294 6
/ 1168 2 1 477 3
/ 886 2 0 597 2
/ 1090 2 0 338 2
/ 1087 2 1 643 1
/ 1193 2 0 540 2
/ 1103 2 0 663 4
/ 906 2 1 607 9
/ 999 2 1 246 9
/ 1116 2 0 677 6
/ 1234 2 0 630 8
/ 1088 2 0 238 8
/ 1566 2 1 580 3
/ 1144 2 1 458 1
/ 1185 2 1 553 3
/ 928 2 1 533 7
/ 1042 2 0 591 8
/ 989 2 0 372 2
/ 1184 2 1 757 9
/ 1203 2 1 349 7
/ 1107 2 1 694 9
/ 1086 2 1 550 9
/ 1262 2 1 692 3
/ 1031 2 0 612 4
/ 1019 2 1 413 3
/ 1038 2 0 282 6
/ 1150 2 0 529 8
/ 965 2 1 564 9
/ 1123 2 0 569 6
/ 986 2 1 610 1
/ 1251 2 0 673 8
/ 1300 2 1 645 7
/ 1023 2 0 247 6
/ 1103 2 0 234 6
/ 1079 2 0 579 8
/ 772 2 0 354 2
/ 1165 2 1 422 3
/ 917 2 1 558 7
/ 930 2 1 735 3
/ 958 2 1 608 9
/ 1153 2 0 219 6
/ 1088 2 0 209 4
/ 1272 2 0 766 6
/ 728 2 0 484 8
/ 1290 2 1 292 1
/ 1084 2 0 391 8
/ 1284 2 0 489 4
/ 1074 2 0 601 4
/ 1036 2 1 322 7
