/ 765 2 1 979 3
/ 1178 2 1 1325 3
/ 1574 2 1 1046 7
/ 1268 2 0 1113 2
/ 1045 2 0 946 6
/ 1273 2 0 852 8
/ 1285 2 0 1199 2
/ 1323 2 0 1117 4
/ 1218 2 1 883 3
/ 1275 2 1 1254 7
/ 1071 2 0 1376 6
/ 1460 2 0 1348 6
/ 1290 2 1 942 3
/ 1361 2 0 1401 6
/ 1435 2 1 1245 7
/ 1331 2 1 1130 3
/ 1372 2 1 1061 1
/ 1460 2 1 1337 1
/ 1375 2 0 1000 2
/ 1398 2 0 1029 6
/ 1131 2 0 1193 4
/ 986 2 0 1103 4
/ 899 2 0 1142 2
/ 1036 2 0 976 6
/ 1193 2 0 1354 4
/ 1295 2 1 1299 7
/ 1287 2 0 809 4
/ 1088 2 0 1329 4
/ 705 2 0 1126 4
/ 823 2 0 913 6
/ 1015 2 0 1023 8
/ 1040 2 0 1091 2
/ 1003 2 1 892 1
/ 1099 2 0 895 2
/ 1295 2 1 1157 1
/ 1022 2 0 970 4
/ 1197 2 1 873 3
/ 1075 2 1 1121 1
/ 912 2 0 809 8
/ 1160 2 0 1366 2
/ 1345 2 0 1388 2
/ 1292 2 1 1039 3
/ 1339 2 1 1107 9
/ 1029 2 0 817 2
/ 1349 2 1 839 9
/ 1088 2 0 1029 2
/ 1171 2 1 1153 7
/ 1222 2 0 1063 2
/ 1167 2 1 1304 3
/ 1334 2 0 888 6
/ 1187 2 0 871 2
/ 1172 2 0 1341 6
/ 1213 2 0 822 2
/ 1239 2 1 1013 3
/ 1060 2 0 893 2
/ 1141 2 0 987 6
/ 1095 2 0 1246 8
/ 797 2 0 875 8
/ 1021 2 0 962 6
/ 965 2 0 1289 6
/ 943 2 0 937 8
/ 990 2 1 831 7
/ 950 2 1 1114 9
/ 1014 2 1 837 1
/ 1102 2 1 1023 1
/ 1176 2 1 1223 1
/ 1071 2 1 1159 7
/ 946 2 1 1095 7
/ 1168 2 1 1049 3
/ 877 2 1 1088 7
/ 1048 2 1 1041 3
/ 1177 2 1 1175 9
/ 1148 2 1 1085 9
/ 1238 2 0 1349 2
/ 1072 2 0 1179 8
/ 1199 2 0 1158 2
/ 1374 2 0 930 6
/ 1351 2 1 1325 7
/ 1377 2 0 1374 6
/ 940 2 1 928 9
/ 977 2 0 1084 8
/ 823 2 1 976 7
/ 838 2 1 960 9
/ 1096 2 1 1291 3
/ 1211 2 1 1199 7
/ 1127 2 1 1223 9
/ 1154 2 1 885 7
/ 1156 2 1 1177 7
/ 1164 2 0 1391 4
/ 1184 2 0 1036 6
/ 892 2 0 1202 4
/ 833 2 1 983 1
/ 1073 2 0 1352 2
