/ 372 2 0 1074 4
/ 552 2 1 1197 1
/ 356 2 1 1060 7
/ 462 2 0 1175 6
/ 337 2 1 1071 3
/ 408 2 0 1234 2
/ 340 2 0 803 6
/ 354 2 0 912 8
/ 328 2 1 1166 3
/ 492 2 0 1358 6
/ 363 2 0 989 8
/ 325 2 0 1130 6
/ 507 2 0 863 2
/ 324 2 1 1080 7
/ 348 2 1 1234 7
/ 330 2 1 974 9
/ 320 2 1 1361 9
/ 266 2 0 986 4
/ 505 2 0 970 4
/ 502 2 1 1200 3
/ 618 2 1 1141 7
/ 428 2 1 1237 1
/ 381 2 1 1178 1
/ 348 2 0 806 8
/ 354 2 0 1298 2
/ 500 2 0 918 4
/ 337 2 1 1197 9
/ 318 2 1 922 7
/ 330 2 0 988 2
/ 383 2 0 1039 8
/ 406 2 0 1241 4
/ 524 2 1 1253 9
/ 513 2 0 809 4
/ 446 2 0 1314 8
/ 316 2 0 1247 8
/ 383 2 1 1340 7
/ 307 2 0 1126 4
/ 407 2 1 972 1
/ 356 2 1 1338 9
/ 509 2 0 1195 8
/ 576 2 1 1126 7
/ 845 2 0 1051 8
/ 286 2 0 895 8
/ 332 2 0 1103 4
/ 291 2 1 1351 7
/ 493 2 1 1095 3
/ 773 2 1 987 9
/ 501 2 1 1222 7
/ 436 2 1 1062 7
/ 358 2 0 976 6
/ 336 2 0 837 8
/ 349 2 1 1223 1
/ 362 2 0 1374 6
/ 316 2 0 959 8
/ 331 2 0 1146 6
/ 607 2 0 1243 4
/ 864 2 1 810 7
/ 543 2 0 946 6
/ 323 2 1 1243 1
/ 371 2 1 1100 7
/ 435 2 1 1071 9
/ 282 2 0 857 8
/ 300 2 0 805 4
/ 281 2 1 926 1
/ 281 2 1 1393 9
/ 296 2 0 1388 8
/ 133 2 0 1179 8
/ 415 2 0 931 6
/ 382 2 0 1364 8
/ 290 2 0 1000 4
/ 322 2 1 1315 3
/ 321 2 0 1178 4
/ 510 2 1 1307 3
/ 311 2 0 1075 4
/ 594 2 1 1378 7
/ 476 2 1 916 3
/ 449 2 1 1223 9
/ 382 2 0 811 4
/ 492 2 0 1007 4
/ 461 2 1 874 9
/ 491 2 0 1016 8
/ 422 2 1 920 3
/ 509 2 0 1319 2
/ 476 2 1 1141 9
/ 258 2 1 1066 3
/ 437 2 1 1200 7
/ 457 2 1 1320 3
/ 372 2 0 882 6
/ 413 2 0 1099 6
/ 424 2 0 926 8
/ 314 2 0 1037 6
/ 536 2 1 1054 7
/ 398 2 0 1366 6
/ 348 2 0 882 6
/ 452 2 0 1029 2
/ 463 2 1 1299 7
