/ 563 2 0 719 8
z 455 2 1 526 7
z 507 2 1 568 3
/ 593 2 0 735 2
/ 703 2 1 761 9
/ 793 2 0 380 4
z 690 2 1 574 9
/ 732 2 0 516 4
z 512 2 1 573 3
/ 576 2 0 451 4
/ 619 2 0 629 6
/ 618 2 0 492 4
z 484 2 1 353 7
z 637 2 1 316 3
/ 739 2 0 630 2
/ 787 2 1 359 9
/ 868 2 0 282 6
z 515 2 1 207 3
z 713 2 1 227 1
z 380 2 1 717 1
/ 572 2 0 475 8
/ 1002 2 0 715 6
z 709 2 1 375 1
z 597 2 1 770 9
/ 632 2 0 338 6
z 880 2 1 568 7
/ 645 2 0 767 4
/ 954 2 0 364 2
z 622 2 1 575 9
z 595 2 1 503 1
z 542 2 1 511 9
/ 817 2 0 714 8
/ 462 2 0 506 8
/ 367 2 0 658 8
/ 446 2 0 764 8
z 495 2 1 776 9
z 436 2 1 585 7
z 283 2 0 491 2
z 657 2 1 784 1
z 501 2 0 374 8
/ 677 2 1 454 3
/ 716 2 0 526 4
/ 610 2 0 685 6
z 459 2 1 257 1
/ 610 2 0 288 6
z 501 2 1 640 3
z 625 2 1 303 9
/ 544 2 0 788 8
z 547 2 0 264 4
z 1084 2 1 725 7
/ 634 2 0 215 2
z 658 2 1 349 7
z 675 2 1 387 1
z 492 2 1 623 7
/ 579 2 0 299 6
/ 652 2 0 745 4
/ 587 2 0 779 8
/ 474 2 0 731 8
/ 530 2 0 602 4
/ 585 2 0 653 2
/ 473 2 0 674 4
z 600 2 1 289 7
/ 839 2 0 240 4
/ 455 2 0 757 6
z 630 2 1 653 3
/ 570 2 1 605 9
/ 750 2 0 704 6
z 619 2 1 691 9
z 574 2 1 236 7
/ 715 2 0 636 6
z 604 2 1 529 1
/ 746 2 0 319 6
z 638 2 1 723 7
/ 488 2 0 463 2
z 631 2 1 742 3
/ 544 2 0 242 6
z 716 2 1 587 1
z 416 2 1 431 1
z 260 2 0 227 6
/ 960 2 0 346 6
/ 603 2 0 746 2
z 587 2 1 316 3
z 677 2 1 224 3
/ 706 2 0 336 4
z 717 2 1 746 3
z 957 2 1 775 7
z 575 2 1 450 1
z 493 2 1 462 7
/ 647 2 0 272 4
/ 1052 2 0 472 8
z 610 2 1 210 1
z 762 2 1 735 3
/ 614 2 0 539 4
z 804 2 1 514 9
/ 585 2 0 484 2
/ 570 2 0 502 2
/ 517 2 0 736 4
z 536 2 1 402 7
z 707 2 1 611 1
/ 612 2 0 514 2
/ 778 2 0 489 6
z 542 2 1 426 7
/ 620 2 0 488 4
/ 690 2 0 677 6
/ 544 2 0 662 8
z 558 2 1 676 7
/ 765 2 0 612 4
/ 616 2 0 538 4
/ 566 2 0 620 4
z 620 2 1 678 1
z 733 2 1 622 7
/ 569 2 1 474 9
z 625 2 1 775 1
/ 565 2 0 595 2
z 781 2 1 536 9
z 436 2 1 208 9
/ 575 2 0 728 6
z 566 2 1 708 3
/ 610 2 0 791 4
z 543 2 1 231 1
/ 658 2 0 503 2
z 674 2 1 251 3
z 711 2 1 472 9
/ 566 2 0 370 4
/ 620 2 0 205 6
z 545 2 0 538 4
z 651 2 1 270 7
/ 620 2 0 326 8
/ 664 2 0 665 4
/ 411 2 0 402 8
z 610 2 1 229 9
z 545 2 1 327 9
/ 604 2 0 354 2
/ 511 2 0 340 4
/ 453 2 0 280 8
z 554 2 1 240 1
/ 680 2 0 283 2
z 550 2 1 209 9
/ 607 2 0 592 6
z 587 2 1 321 9
/ 483 2 0 426 8
z 491 2 1 337 1
z 541 2 1 667 3
z 661 2 1 505 7
/ 541 2 0 247 6
z 659 2 1 668 9
/ 483 2 0 429 8
z 605 2 1 292 1
z 532 2 0 295 2
/ 602 2 0 691 6
/ 603 2 0 339 2
z 651 2 1 298 7
/ 643 2 0 212 6
z 634 2 1 317 1
z 622 2 1 637 1
/ 554 2 0 439 8
/ 615 2 0 310 6
/ 481 2 0 682 4
/ 454 2 0 523 6
/ 435 2 1 281 1
z 640 2 1 209 1
/ 617 2 0 677 4
/ 377 2 0 683 4
/ 569 2 0 701 2
/ 446 2 0 401 6
z 672 2 1 617 3
/ 920 2 0 387 6
/ 487 2 0 408 8
/ 519 2 0 295 8
z 653 2 1 695 7
z 643 2 1 741 1
z 399 2 1 352 1
/ 735 2 0 741 6
z 658 2 1 375 9
z 606 2 1 464 1
/ 560 2 0 334 8
z 1012 2 1 251 7
/ 543 2 0 602 8
z 638 2 1 683 7
z 395 2 1 599 7
/ 719 2 0 676 2
/ 556 2 0 265 4
z 718 2 1 256 7
/ 581 2 1 230 3
/ 668 2 0 596 2
z 552 2 1 562 7
/ 531 2 0 461 8
z 488 2 0 571 4
z 1004 2 1 541 7
/ 682 2 0 367 2
z 799 2 1 239 9
z 608 2 1 698 9
z 704 2 1 477 3
/ 621 2 0 395 4
z 1064 2 1 476 3
/ 684 2 0 222 2
/ 749 2 0 606 6
z 791 2 1 383 9
/ 778 2 0 683 4
/ 631 2 0 407 6
/ 501 2 0 768 6
/ 578 2 0 302 4
z 677 2 1 508 3
/ 945 2 0 724 6
/ 589 2 0 335 6
z 593 2 1 380 1
/ 549 2 0 416 8
/ 1304 2 0 283 6
z 781 2 1 515 1
z 635 2 1 710 9
z 608 2 1 623 9
/ 591 2 0 543 2
z 677 2 1 760 1
/ 766 2 0 439 6
z 717 2 1 553 7
z 598 2 1 372 1
z 611 2 1 442 7
/ 708 2 0 402 2
z 932 2 1 657 9
/ 608 2 0 607 4
z 570 2 1 801 9
z 578 2 1 707 3
z 516 2 1 621 3
z 643 2 1 406 1
z 777 2 1 449 3
/ 763 2 0 719 2
/ 658 2 0 224 8
/ 620 2 0 316 2
/ 517 2 0 578 4
/ 536 2 0 257 8
/ 367 2 0 313 8
/ 281 2 0 307 2
/ 235 2 1 704 1
/ 637 2 0 601 4
/ 566 2 0 491 4
/ 457 2 1 499 1
/ 672 2 0 566 2
/ 724 2 0 425 2
/ 502 2 0 721 4
/ 511 2 0 499 6
z 720 2 1 514 9
z 688 2 1 420 3
/ 564 2 0 546 6
z 516 2 1 533 3
/ 700 2 0 723 2
z 811 2 1 243 9
z 531 2 1 352 9
z 307 2 0 510 8
z 846 2 1 620 1
/ 635 2 0 310 2
/ 513 2 0 508 6
z 638 2 1 791 7
z 985 2 1 274 9
/ 604 2 0 429 6
z 591 2 1 293 3
z 606 2 1 798 3
z 478 2 1 558 3
/ 624 2 0 758 6
z 723 2 1 543 9
/ 663 2 0 558 6
z 651 2 1 401 1
